,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_type,body_type,price_usd
11980,Ford,Edge,automatic,red,31000,2018,gasoline,suv,41000
11981,Ford,C-Max,mechanical,black,290000,2008,gasoline,minivan,5500
11982,Ford,Escort,mechanical,green,297000,1995,gasoline,universal,850
11983,Ford,Escort,mechanical,silver,250000,1997,gasoline,sedan,1450
11984,Ford,Contour,automatic,silver,123456,1998,gasoline,sedan,1900
11985,Ford,Fusion,automatic,silver,26000,2015,gasoline,sedan,13500
11986,Ford,Fusion,automatic,white,52000,2013,gasoline,sedan,11799
11987,Ford,Focus,mechanical,silver,275198,2003,gasoline,hatchback,2200
11988,Ford,Focus,automatic,blue,268000,1999,gasoline,sedan,2200
11989,Ford,Mondeo,mechanical,blue,300000,1993,gasoline,hatchback,1050
11990,Ford,Escort,mechanical,blue,555555,1993,gasoline,sedan,500
11991,Ford,Transit,mechanical,white,230000,2010,diesel,van,7400
11992,Ford,Kuga,mechanical,orange,203000,2008,diesel,suv,11000
11993,Ford,Fusion,automatic,silver,91000,2015,gasoline,sedan,13800
11994,Ford,Mondeo,mechanical,black,123000,2008,gasoline,sedan,5800
11995,Ford,Focus,automatic,grey,185000,2007,gasoline,sedan,4200
11996,Ford,EcoSport,automatic,black,38700,2015,gasoline,hatchback,13000
11997,Ford,C-Max,mechanical,silver,337000,2006,diesel,minivan,4350
11998,Ford,Mustang,automatic,red,31000,2016,gasoline,coupe,26000
11999,Ford,Focus,mechanical,silver,94000,2014,gasoline,hatchback,10000
12000,Ford,Mondeo,mechanical,white,270000,1993,gasoline,sedan,710
12001,Ford,Fiesta,mechanical,blue,84000,2013,gasoline,hatchback,7600
12002,Ford,Mondeo,mechanical,white,333333,1997,diesel,hatchback,663
12003,Ford,Mondeo,automatic,silver,248000,2009,gasoline,hatchback,7990
12004,Ford,Transit,mechanical,white,363377,2009,diesel,pickup,5690
12005,Ford,Focus,mechanical,silver,170000,2012,gasoline,sedan,8250
12006,Ford,Focus,mechanical,white,90000,2013,gasoline,hatchback,9500
12007,Ford,Focus,automatic,other,236000,2008,gasoline,sedan,5400
12008,Ford,Mondeo,mechanical,silver,165000,2011,gasoline,sedan,8900
12009,Ford,Focus,automatic,silver,111000,2008,gasoline,sedan,5200
12010,Ford,Scorpio,automatic,green,286000,1996,gasoline,sedan,1896
12011,Ford,Mondeo,mechanical,silver,320000,1998,gasoline,universal,2500
12012,Ford,Mondeo,mechanical,violet,293763,1996,gasoline,sedan,1000
12013,Ford,Focus,automatic,silver,278000,2005,diesel,hatchback,3800
12014,Ford,Galaxy,mechanical,other,315000,1999,diesel,minivan,3500
12015,Ford,Taurus,automatic,red,123456,1998,gasoline,universal,1500
12016,Ford,Focus,automatic,blue,170000,2012,gasoline,hatchback,7500
12017,Ford,Escort,mechanical,green,250000,1998,gasoline,universal,1200
12018,Ford,Kuga,automatic,white,105000,2013,gasoline,suv,14699
12019,Ford,Mondeo,mechanical,violet,418000,1998,diesel,universal,1400
12020,Ford,Focus,mechanical,silver,161500,2007,gasoline,hatchback,4700
12021,Ford,Galaxy,mechanical,black,380000,1999,diesel,minivan,5000
12022,Ford,Mondeo,mechanical,green,255557,1997,gasoline,sedan,1250
12023,Ford,Focus,mechanical,silver,324377,2001,diesel,universal,2300
12024,Ford,Mondeo,mechanical,green,280000,1995,gasoline,sedan,1500
12025,Ford,Cougar,mechanical,blue,251000,1999,gasoline,hatchback,2500
12026,Ford,S-Max,mechanical,black,142000,2006,gasoline,minivan,9000
12027,Ford,Fusion,mechanical,black,216828,2008,gasoline,hatchback,5947
12028,Ford,Focus,mechanical,black,240000,2002,diesel,universal,2800
12029,Ford,Escape,automatic,silver,105800,2013,gasoline,suv,14606
12030,Ford,Mondeo,automatic,black,191000,2008,diesel,universal,9900
12031,Ford,Mondeo,mechanical,black,300000,1994,gasoline,hatchback,1000
12032,Ford,Mondeo,mechanical,black,100000,2002,gasoline,hatchback,3200
12033,Ford,Focus,automatic,black,25000,2017,gasoline,hatchback,13700
12034,Ford,Focus,automatic,silver,124888,2006,gasoline,sedan,3855
12035,Ford,Mondeo,mechanical,silver,300000,1996,gasoline,universal,1350
12036,Ford,Focus,automatic,silver,350000,2000,diesel,hatchback,2250
12037,Ford,Orion,mechanical,red,324000,1992,gasoline,sedan,210
12038,Ford,Escort,mechanical,blue,460000,1997,gasoline,universal,500
12039,Ford,Mondeo,mechanical,blue,300000,1998,diesel,universal,750
12040,Ford,Mondeo,mechanical,blue,418000,1994,gasoline,hatchback,403
12041,Ford,Orion,mechanical,blue,58678,1996,diesel,sedan,150
12042,Ford,Scorpio,mechanical,white,200000,1986,gasoline,hatchback,379
12043,Ford,Transit,mechanical,other,350000,1994,diesel,minibus,1375
12044,Renault,Laguna,mechanical,grey,317040,2001,diesel,universal,2700
12045,Renault,Clio,mechanical,grey,112000,2010,gasoline,hatchback,5550
12046,Renault,Twingo,mechanical,blue,320000,1997,gasoline,hatchback,500
12047,Renault,Scenic,mechanical,silver,255000,2000,gasoline,hatchback,3700
12048,Renault,Megane Scenic,mechanical,other,285000,1999,gasoline,minivan,2600
12049,Renault,Kangoo,mechanical,red,145000,1998,diesel,minivan,1500
12050,Renault,Scenic,mechanical,grey,150000,2004,diesel,minivan,4190
12051,Renault,Kangoo,mechanical,blue,300000,2002,diesel,universal,2950
12052,Renault,Grand Espace,automatic,black,280000,2010,diesel,minivan,11999
12053,Renault,Scenic,mechanical,other,205000,2010,diesel,minivan,7800
12054,Renault,Megane,mechanical,blue,300000,2008,diesel,universal,5000
12055,Renault,Scenic,mechanical,blue,195000,2000,gasoline,minivan,3900
12056,Renault,Vel Satis,mechanical,silver,345678,2002,diesel,hatchback,3500
12057,Renault,Duster,mechanical,white,19500,2018,gasoline,suv,11381
12058,Renault,Scenic,mechanical,blue,515000,1998,gasoline,hatchback,1250
12059,Renault,Sandero,mechanical,brown,9450,2018,gasoline,hatchback,9437
12060,Renault,19,mechanical,other,180000,1992,gasoline,hatchback,1029
12061,Renault,Laguna,mechanical,black,178000,2009,diesel,liftback,6950
12062,Renault,Laguna,mechanical,other,300000,1999,gasoline,hatchback,1800
12063,Renault,Scenic,mechanical,blue,272000,1998,gasoline,minivan,2400
12064,Renault,Sandero,mechanical,red,177900,2009,gasoline,hatchback,3900
12065,Renault,Megane,mechanical,black,270000,2009,diesel,hatchback,6200
12066,Renault,Clio,mechanical,white,202000,2010,diesel,universal,4850
12067,Renault,Laguna,automatic,black,148000,2008,gasoline,hatchback,7300
12068,Renault,Megane,mechanical,red,311545,1997,gasoline,hatchback,1245
12069,Renault,Laguna,mechanical,blue,292629,1995,diesel,hatchback,1300
12070,Renault,Sandero,mechanical,blue,57000,2014,gasoline,hatchback,7500
12071,Renault,Megane,mechanical,red,198000,1997,gasoline,sedan,1400
12072,Renault,Laguna,mechanical,white,234234,2000,diesel,hatchback,1650
12073,Renault,Sandero,mechanical,other,84216,2010,gasoline,hatchback,5169
12074,Renault,Espace,automatic,brown,150000,2016,diesel,minivan,18550
12075,Renault,Clio,mechanical,blue,350000,1992,gasoline,hatchback,900
12076,Renault,Laguna,mechanical,grey,205000,2009,diesel,sedan,7500
12077,Renault,Master,mechanical,white,335000,2007,diesel,van,12350
12078,Renault,Laguna,mechanical,other,228000,2003,diesel,universal,3399
12079,Renault,Megane Scenic,mechanical,green,270000,1998,gasoline,minivan,2300
12080,Renault,Laguna,mechanical,red,303000,1997,gasoline,universal,1800
12081,Renault,Megane Scenic,mechanical,red,300000,1997,gasoline,minivan,1850
12082,Renault,Scenic,mechanical,blue,356643,1997,gasoline,minivan,1800
12083,Renault,Clio,mechanical,silver,223000,2002,gasoline,hatchback,3200
12084,Renault,Scenic,mechanical,blue,298000,2000,gasoline,minivan,3200
12085,Renault,Megane,mechanical,other,391000,1998,gasoline,sedan,569
12086,Renault,Megane Scenic,mechanical,red,260000,1998,gasoline,hatchback,1800
12087,Renault,Megane,automatic,black,230000,2008,gasoline,sedan,4900
12088,Renault,Scenic,mechanical,silver,352000,2000,diesel,minivan,3350
12089,Renault,Talisman,mechanical,black,157000,2016,diesel,universal,15990
12090,Renault,Logan,mechanical,white,180000,2017,gasoline,sedan,6200
12091,Renault,Logan,mechanical,silver,216000,2009,gasoline,sedan,3750
12092,Renault,Scenic,mechanical,silver,150000,2004,diesel,minivan,4400
12093,Renault,Vel Satis,mechanical,grey,257829,2002,gasoline,hatchback,5120
12094,Renault,Scenic,mechanical,green,270000,1998,gasoline,hatchback,1780
12095,Renault,Laguna,mechanical,black,190000,2001,gasoline,liftback,2300
12096,Renault,Safrane,mechanical,blue,352000,1994,gasoline,hatchback,1300
12097,Renault,Laguna,mechanical,silver,375426,1999,diesel,hatchback,1950
12098,Renault,Clio,mechanical,red,192000,2000,gasoline,hatchback,1350
12099,Renault,Talisman,automatic,blue,171000,2016,diesel,universal,15500
12100,Renault,Laguna,mechanical,grey,375000,1998,diesel,hatchback,1550
12101,Renault,Trafic,mechanical,white,370000,2001,diesel,minibus,7800
12102,Renault,Scenic,mechanical,blue,108000,2010,diesel,minivan,7800
12103,Renault,Kangoo,mechanical,white,177000,2006,diesel,minivan,4500
12104,Renault,Laguna,mechanical,grey,290000,2001,gasoline,hatchback,2500
12105,Renault,Megane,mechanical,blue,1000000,1996,gasoline,coupe,1000
12106,Renault,Twingo,mechanical,green,293000,1999,gasoline,hatchback,999
12107,Renault,21,mechanical,other,300000,1990,gasoline,hatchback,500
12108,Renault,Kaptur,automatic,white,48000,2017,gasoline,suv,15500
12109,Renault,Scenic,mechanical,grey,253000,2003,diesel,minivan,4350
12110,Renault,Duster,mechanical,brown,127000,2012,gasoline,suv,7990
12111,Renault,Megane,mechanical,grey,278000,2003,diesel,hatchback,3600
12112,Renault,Megane,mechanical,black,280000,2010,diesel,universal,6999
12113,Renault,Grand Scenic,mechanical,white,94000,2016,diesel,minivan,11750
12114,Renault,Trafic,mechanical,white,285000,1996,diesel,van,2371
12115,Renault,Clio,mechanical,blue,235948,1999,gasoline,hatchback,2150
12116,Renault,Megane,mechanical,grey,298000,2004,gasoline,sedan,3499
12117,Renault,Scenic,mechanical,white,185000,2004,diesel,minivan,3500
12118,Renault,Laguna,mechanical,black,287565,1995,gasoline,liftback,1600
12119,Renault,Laguna,mechanical,green,350000,1995,gasoline,hatchback,1000
12120,Renault,Scenic,mechanical,blue,150000,1998,gasoline,minivan,1600
12121,Renault,Megane,mechanical,white,350000,1996,gasoline,coupe,800
12122,Renault,Laguna,mechanical,white,181000,1995,gasoline,hatchback,1900
12123,Renault,Duster,mechanical,white,85500,2014,diesel,suv,8999
12124,Renault,19,mechanical,red,300000,1993,gasoline,sedan,700
12125,Renault,Megane Scenic,automatic,blue,350000,1998,gasoline,hatchback,2050
12126,Renault,Espace,mechanical,blue,382000,2003,diesel,minivan,7000
12127,Renault,Duster,mechanical,silver,40000,2015,gasoline,suv,9500
12128,Renault,Dokker,mechanical,white,163000,2015,diesel,van,7600
12129,Renault,Logan,mechanical,silver,34000,2017,gasoline,sedan,9300
12130,Renault,Megane,mechanical,other,263000,1997,diesel,sedan,1400
12131,Renault,Laguna,mechanical,other,250000,1999,gasoline,hatchback,2250
12132,Renault,Laguna,mechanical,other,298000,1995,gasoline,hatchback,1450
12133,Renault,19,mechanical,red,328000,1992,gasoline,sedan,550
12134,Renault,Scenic,mechanical,blue,350000,2000,gasoline,minivan,3650
12135,Renault,Master,mechanical,yellow,240030,2014,diesel,van,17500
12136,Renault,Clio,mechanical,grey,230000,2003,gasoline,hatchback,3150
12137,Renault,Master,mechanical,grey,420000,2001,diesel,minibus,4150
12138,Renault,Laguna,mechanical,green,417000,1995,gasoline,hatchback,1600
12139,Renault,Duster,automatic,black,35280,2016,gasoline,suv,10500
12140,Renault,Laguna,mechanical,other,212950,2004,gasoline,hatchback,3690
12141,Renault,Laguna,mechanical,blue,290000,1999,gasoline,universal,2300
12142,Renault,Laguna,mechanical,silver,268500,1999,gasoline,hatchback,1790
12143,Renault,Scenic,mechanical,grey,229000,2008,diesel,hatchback,4700
12144,Renault,Koleos,automatic,black,191405,2008,gasoline,suv,7150
12145,Renault,Duster,mechanical,white,40000,2017,gasoline,suv,9950
12146,Renault,Duster,mechanical,black,90953,2017,diesel,suv,11500
12147,Renault,Duster,mechanical,green,118000,2016,diesel,suv,10500
12148,Renault,Logan,mechanical,silver,312000,2012,gasoline,universal,4990
12149,Renault,Clio,mechanical,black,188011,2010,diesel,hatchback,5300
12150,Renault,Laguna,mechanical,silver,469120,2006,diesel,universal,4800
12151,Renault,Sandero,mechanical,silver,25248,2017,gasoline,hatchback,9250
12152,Renault,Laguna,mechanical,silver,365000,2009,diesel,universal,5690
12153,Renault,Sandero,mechanical,blue,199782,2013,gasoline,hatchback,6300
12154,Renault,Logan,mechanical,brown,27000,2018,gasoline,sedan,4400
12155,Renault,Twingo,mechanical,blue,200000,1993,gasoline,hatchback,750
12156,Renault,Clio,mechanical,blue,247285,2005,gasoline,hatchback,2550
12157,Renault,Megane,mechanical,black,192000,2002,gasoline,coupe,2000
12158,Renault,Laguna,mechanical,green,300000,1995,gasoline,hatchback,1400
12159,Renault,Grand Scenic,mechanical,black,200000,2004,diesel,minivan,4950
12160,Renault,Grand Scenic,mechanical,grey,200000,2004,diesel,minivan,4550
12161,Renault,Grand Scenic,mechanical,black,200000,2004,gasoline,minivan,4850
12162,Renault,Scenic,mechanical,red,340000,1997,gasoline,minivan,1300
12163,Renault,Safrane,mechanical,other,198000,2000,diesel,hatchback,2650
12164,Renault,Megane,mechanical,blue,197000,2000,gasoline,hatchback,1890
12165,Renault,Laguna,mechanical,silver,300000,1998,gasoline,hatchback,1550
12166,Renault,Laguna,mechanical,green,327000,1999,gasoline,universal,2150
12167,Renault,Safrane,mechanical,other,302000,1996,gasoline,liftback,2250
12168,Renault,Scenic,mechanical,blue,155000,1998,gasoline,minivan,2222
12169,Renault,Laguna,mechanical,other,270000,2001,diesel,hatchback,3200
12170,Renault,Espace,mechanical,other,430000,1995,gasoline,minivan,1250
12171,Renault,Megane,mechanical,green,290000,1999,gasoline,sedan,1700
12172,Renault,Laguna,mechanical,red,400000,1996,gasoline,hatchback,1000
12173,Renault,Espace,mechanical,black,176643,2015,diesel,minivan,13207
12174,Renault,Megane Scenic,mechanical,blue,6000,1997,gasoline,hatchback,2513
12175,Renault,Koleos,mechanical,black,222000,2008,gasoline,suv,5999
12176,Renault,Laguna,mechanical,blue,345674,1997,gasoline,universal,500
12177,Renault,Espace,mechanical,silver,110295,2015,diesel,minivan,13207
12178,Renault,Sandero,automatic,black,51000,2017,gasoline,suv,10300
12179,Renault,Scenic,mechanical,grey,162000,2016,diesel,minivan,10300
12180,Renault,Scenic,automatic,black,276000,2001,gasoline,minivan,3650
12181,Renault,Scenic,mechanical,blue,1000,1997,gasoline,minivan,2450
12182,Renault,Espace,mechanical,grey,123000,2015,diesel,minivan,14999
12183,Renault,Megane,automatic,grey,170000,2016,diesel,universal,11990
12184,Renault,Clio,mechanical,white,180000,1992,gasoline,hatchback,1100
12185,Renault,Duster,mechanical,silver,184394,2013,gasoline,suv,8500
12186,Renault,Laguna,mechanical,silver,227000,2002,gasoline,universal,2999
12187,Renault,Espace,automatic,grey,215066,2004,diesel,minivan,4900
12188,Renault,Duster,mechanical,black,83382,2016,gasoline,suv,9200
12189,Renault,Espace,mechanical,silver,320000,2001,diesel,minivan,3550
12190,Renault,11,mechanical,red,200000,1983,gasoline,hatchback,350
12191,Renault,Sandero,mechanical,red,178000,2009,gasoline,hatchback,3900
12192,Renault,Sandero,mechanical,black,121000,2012,gasoline,hatchback,6450
12193,Renault,Scenic,mechanical,red,295000,2006,diesel,minivan,4550
12194,Renault,Duster,automatic,black,121000,2013,gasoline,suv,8850
12195,Renault,Megane,mechanical,white,208000,2009,diesel,universal,6150
12196,Renault,Scenic,mechanical,white,214000,2015,diesel,minivan,9150
12197,Renault,Megane,mechanical,black,224000,2010,diesel,universal,6950
12198,Renault,Scenic,mechanical,green,190000,1999,gasoline,hatchback,2750
12199,Renault,Megane,mechanical,red,367000,1997,gasoline,sedan,940
12200,Renault,Sandero,mechanical,black,73500,2017,gasoline,hatchback,9150
12201,Renault,19,mechanical,silver,300000,1990,gasoline,sedan,300
12202,Renault,Megane,mechanical,silver,230000,2010,diesel,universal,6850
12203,Renault,Vel Satis,automatic,silver,390000,2003,diesel,hatchback,4000
12204,Renault,Kangoo,mechanical,yellow,300000,1998,diesel,universal,1900
12205,Renault,Scenic,mechanical,green,390320,1997,gasoline,minivan,2250
12206,Renault,Megane,mechanical,red,123456,1998,diesel,hatchback,500
12207,Renault,Megane,mechanical,red,191000,2009,gasoline,universal,5750
12208,Renault,Megane,mechanical,blue,300000,1997,diesel,hatchback,600
12209,Renault,Megane,mechanical,other,335206,2000,gasoline,sedan,1950
12210,Renault,Laguna,mechanical,green,421277,1997,gasoline,universal,1350
12211,Renault,Master,mechanical,blue,343000,2012,diesel,minibus,17500
12212,Renault,Sandero,mechanical,blue,68000,2015,gasoline,hatchback,7450
12213,Renault,Laguna,mechanical,silver,266700,2001,diesel,hatchback,3150
12214,Renault,Megane Scenic,mechanical,grey,246941,2001,gasoline,minivan,3150
12215,Renault,Laguna,mechanical,brown,176000,2014,diesel,hatchback,11250
12216,Renault,Grand Scenic,mechanical,grey,270000,2010,diesel,minivan,8500
12217,Renault,Scenic,mechanical,black,139000,2015,diesel,hatchback,10500
12218,Renault,Grand Scenic,mechanical,white,260000,2011,gasoline,minivan,8109
12219,Renault,Sandero,mechanical,blue,43553,2014,gasoline,hatchback,6800
12220,Renault,Megane,mechanical,white,233516,2007,diesel,hatchback,4450
12221,Renault,Duster,mechanical,black,68887,2016,gasoline,suv,11500
12222,Renault,Laguna,mechanical,green,302000,2000,gasoline,hatchback,1500
12223,Renault,Sandero,automatic,red,75503,2017,gasoline,hatchback,9950
12224,Renault,Latitude,automatic,black,102268,2013,gasoline,sedan,9500
12225,Renault,Scenic,automatic,blue,273000,1997,gasoline,minivan,1690
12226,Renault,Espace,mechanical,blue,313056,1997,gasoline,minivan,2550
12227,Renault,Laguna,mechanical,green,288000,1999,gasoline,hatchback,2890
12228,Renault,Symbol,mechanical,silver,238000,2005,gasoline,sedan,3490
12229,Renault,Scenic,mechanical,blue,270000,1997,gasoline,minivan,2000
12230,Renault,Logan,mechanical,blue,500000,2010,diesel,van,2400
12231,Renault,Logan,mechanical,blue,400000,2010,diesel,van,2300
12232,Renault,Duster,mechanical,silver,45000,2018,diesel,suv,14500
12233,Renault,Master,mechanical,white,420000,1992,diesel,van,3500
12234,Renault,Scenic,mechanical,grey,350000,2003,diesel,hatchback,3900
12235,Renault,Scenic,mechanical,white,260000,1998,gasoline,minivan,2350
12236,Renault,Scenic,mechanical,blue,356444,1998,gasoline,minivan,1800
12237,Renault,Megane,mechanical,silver,350000,1997,gasoline,sedan,1300
12238,Renault,Dokker,mechanical,white,12000,2015,diesel,universal,9750
12239,Renault,19,mechanical,other,350000,1995,gasoline,hatchback,290
12240,Renault,Laguna,mechanical,other,300000,1996,gasoline,universal,1600
12241,Renault,25,mechanical,silver,111111,1986,gasoline,hatchback,497
12242,Renault,Logan,mechanical,white,35000,2018,gasoline,sedan,8650
12243,Renault,Laguna,mechanical,grey,240000,1996,gasoline,universal,2150
12244,Renault,Megane,mechanical,green,280000,1999,diesel,hatchback,2550
12245,Renault,Duster,mechanical,black,16500,2015,gasoline,suv,11650
12246,Renault,Scenic,mechanical,blue,289140,1999,gasoline,hatchback,2950
12247,Renault,Master,mechanical,white,280000,1999,diesel,van,6500
12248,Renault,Trafic,mechanical,yellow,280000,2009,diesel,minibus,12000
12249,Renault,Laguna,mechanical,silver,210000,2010,diesel,liftback,7100
12250,Renault,Megane,mechanical,brown,88900,2015,gasoline,hatchback,10800
12251,Renault,Laguna,mechanical,other,242000,2011,diesel,universal,8750
12252,Renault,Safrane,mechanical,blue,3001,1995,gasoline,sedan,1500
12253,Renault,19,mechanical,other,380000,1993,gasoline,sedan,250
12254,Renault,Espace,mechanical,silver,390000,2003,diesel,minivan,5300
12255,Renault,Logan,mechanical,silver,80000,2016,gasoline,sedan,8100
12256,Renault,Koleos,automatic,black,11000,2018,gasoline,suv,26950
12257,Renault,Clio,automatic,green,95000,1998,gasoline,hatchback,2200
12258,Renault,Espace,mechanical,blue,240000,2007,gasoline,minivan,7450
12259,Renault,Megane Scenic,mechanical,grey,272000,1997,gasoline,hatchback,1000
12260,Renault,Megane,mechanical,black,188000,2011,diesel,universal,7300
12261,Renault,Laguna,mechanical,black,153000,2015,diesel,universal,11000
12262,Renault,Laguna,mechanical,white,247000,2002,gasoline,hatchback,3400
12263,Renault,Megane,mechanical,blue,277000,2003,gasoline,hatchback,3700
12264,Renault,Scenic,mechanical,silver,357000,2004,diesel,minivan,4800
12265,Renault,Grand Scenic,automatic,grey,322000,2005,gasoline,minivan,5500
12266,Renault,Megane,mechanical,other,292000,2008,diesel,universal,4400
12267,Renault,Kadjar,mechanical,black,150000,2015,diesel,suv,15700
12268,Renault,Laguna,mechanical,red,370000,2002,diesel,universal,3850
12269,Renault,Safrane,mechanical,green,315000,1998,diesel,liftback,1200
12270,Renault,Espace,mechanical,blue,302000,2004,diesel,minivan,7100
12271,Renault,Scenic,mechanical,red,237000,1997,gasoline,minivan,2650
12272,Renault,Scenic,mechanical,blue,290000,2000,diesel,minivan,3950
12273,Renault,Logan,mechanical,black,84000,2015,gasoline,sedan,7300
12274,Renault,Master,mechanical,white,300000,1995,diesel,van,2800
12275,Renault,Sandero,mechanical,red,210000,2009,gasoline,hatchback,3990
12276,Renault,Megane,mechanical,green,250000,2000,gasoline,hatchback,2650
12277,Renault,Grand Scenic,mechanical,black,240000,2008,gasoline,minivan,6700
12278,Renault,Laguna,mechanical,blue,310000,2001,diesel,hatchback,3350
12279,Renault,Megane Scenic,mechanical,blue,358,1998,diesel,minivan,2300
12280,Renault,Safrane,mechanical,blue,300000,1998,diesel,hatchback,700
12281,Renault,Scenic,mechanical,black,198000,2013,diesel,minivan,9000
12282,Renault,Scenic,mechanical,blue,300000,1997,gasoline,hatchback,1650
12283,Renault,Laguna,mechanical,white,320000,1999,diesel,universal,1200
12284,Renault,Espace,mechanical,blue,430000,2000,diesel,minivan,3800
12285,Renault,Fluence,mechanical,silver,113000,2014,gasoline,sedan,8536
12286,Renault,Grand Espace,automatic,blue,410000,2005,diesel,minivan,6700
12287,Renault,Grand Espace,mechanical,grey,151500,2014,diesel,minivan,14999
12288,Renault,Duster,automatic,silver,115000,2014,gasoline,suv,8650
12289,Renault,Scenic,automatic,red,132500,2012,gasoline,minivan,12999
12290,Renault,Laguna,automatic,blue,255000,2008,diesel,liftback,8000
12291,Renault,Scenic,mechanical,green,280000,1998,gasoline,hatchback,1900
12292,Renault,Laguna,mechanical,blue,360000,1995,diesel,hatchback,901
12293,Renault,Twingo,mechanical,green,290000,1993,gasoline,hatchback,800
12294,Renault,Laguna,mechanical,blue,289450,1995,gasoline,hatchback,1100
12295,Renault,Megane,mechanical,grey,339000,2003,diesel,universal,2600
12296,Renault,Scenic,mechanical,blue,349000,2001,gasoline,minivan,4000
12297,Renault,Clio,mechanical,grey,240000,2001,gasoline,sedan,2100
12298,Renault,Megane Scenic,mechanical,other,263547,1998,gasoline,minivan,1114
12299,Renault,Safrane,mechanical,green,540000,1998,diesel,hatchback,1000
12300,Renault,19,mechanical,red,300000,1992,gasoline,hatchback,355
12301,Renault,Safrane,automatic,blue,430000,1997,gasoline,hatchback,1896
12302,Renault,19,mechanical,grey,320000,1996,gasoline,sedan,550
12303,Renault,Logan,mechanical,red,150000,2009,gasoline,sedan,2100
12304,Renault,Safrane,mechanical,black,500000,1993,gasoline,hatchback,474
12305,Renault,Vel Satis,automatic,grey,265530,2002,diesel,hatchback,4500
12306,Renault,Espace,mechanical,grey,111111,2004,diesel,minivan,4700
12307,Renault,Espace,mechanical,green,350000,1999,diesel,minivan,4250
12308,Renault,Scenic,mechanical,grey,520000,1999,gasoline,minivan,1200
12309,Renault,Megane,mechanical,silver,155000,2015,diesel,universal,9500
12310,Renault,Laguna,automatic,black,245000,2008,diesel,universal,8000
12311,Renault,Megane,automatic,brown,95000,2012,gasoline,hatchback,7500
12312,Renault,Megane Scenic,mechanical,red,270000,1998,gasoline,minivan,2350
12313,Renault,19,mechanical,red,245000,1992,gasoline,hatchback,450
12314,Renault,19,mechanical,white,380000,1990,gasoline,sedan,213
12315,Renault,Laguna,mechanical,blue,14900,2000,diesel,universal,2513
12316,Renault,Megane,mechanical,silver,220000,2006,gasoline,sedan,5000
12317,Renault,19,mechanical,silver,168000,1997,gasoline,sedan,850
12318,Renault,Laguna,mechanical,other,345000,2004,gasoline,hatchback,3800
12319,Renault,Laguna,mechanical,black,300000,1999,diesel,hatchback,2600
12320,Renault,Scenic,mechanical,green,290000,2002,gasoline,minivan,3650
12321,Renault,Laguna,mechanical,silver,215000,2011,diesel,liftback,7700
12322,Renault,Laguna,mechanical,black,220000,2003,diesel,hatchback,4600
12323,Renault,Laguna,automatic,white,208782,2015,diesel,universal,9700
12324,Renault,Laguna,automatic,other,280000,2008,diesel,universal,4500
12325,Renault,Megane,mechanical,red,295645,1999,diesel,universal,2000
12326,Renault,Megane,mechanical,blue,657489,1998,gasoline,hatchback,1300
12327,Renault,Master,mechanical,white,263000,2010,diesel,minibus,11500
12328,Renault,Safrane,mechanical,blue,315000,1998,gasoline,liftback,2000
12329,Renault,Megane Scenic,mechanical,green,180000,1999,gasoline,minivan,2500
12330,Renault,19,mechanical,green,230000,1994,gasoline,sedan,1400
12331,Renault,Scenic,mechanical,white,472000,2000,diesel,minivan,3500
12332,Renault,Scenic,mechanical,grey,360000,2001,diesel,minivan,3500
12333,Renault,Megane,mechanical,grey,351000,2001,diesel,universal,2100
12334,Renault,Logan,mechanical,silver,38000,2018,gasoline,sedan,9999
12335,Renault,Megane,automatic,black,102000,2013,gasoline,hatchback,8500
12336,Renault,Safrane,mechanical,green,380000,1998,gasoline,sedan,1700
12337,Renault,Laguna,mechanical,blue,230,1997,gasoline,hatchback,2181
12338,Renault,Safrane,mechanical,violet,300000,1998,diesel,hatchback,1300
12339,Renault,Megane,mechanical,blue,111,1997,gasoline,hatchback,850
12340,Renault,Megane,mechanical,blue,272000,2006,diesel,universal,4750
12341,Renault,Megane,mechanical,silver,180000,2009,diesel,universal,5928
12342,Renault,Safrane,mechanical,blue,270000,1994,gasoline,hatchback,1500
12343,Renault,Laguna,mechanical,grey,130000,1996,gasoline,hatchback,1850
12344,Renault,Laguna,mechanical,white,3800,1995,gasoline,sedan,1400
12345,Renault,Safrane,mechanical,green,326000,1997,gasoline,hatchback,1550
12346,Renault,Megane,mechanical,red,260000,1996,gasoline,hatchback,500
12347,Renault,Laguna,mechanical,grey,380000,1997,diesel,universal,1199
12348,Renault,21,mechanical,grey,230000,1993,gasoline,hatchback,250
12349,Renault,Sandero,mechanical,black,188350,2014,gasoline,hatchback,6700
12350,Renault,Grand Scenic,mechanical,grey,178000,2015,diesel,minivan,11900
12351,Renault,Megane,mechanical,white,350000,1999,diesel,hatchback,1700
12352,Renault,Clio,mechanical,grey,198000,2005,gasoline,hatchback,2450
12353,Renault,Megane,mechanical,silver,320000,2009,diesel,hatchback,5300
12354,Renault,Scenic,mechanical,white,190000,2011,diesel,hatchback,8150
12355,Renault,Grand Espace,mechanical,white,179000,2016,diesel,minivan,16650
12356,Renault,Latitude,automatic,grey,90000,2013,gasoline,sedan,9499
12357,Renault,Master,mechanical,silver,250000,2003,diesel,minibus,7500
12358,Renault,Captur,automatic,grey,45000,2017,gasoline,suv,15000
12359,Renault,Scenic,mechanical,grey,330000,2002,diesel,minivan,3400
